benchmark_name,benchmark_version,benchmark_sha256,base_model_id,adapter_path,id,category,difficulty,language,instruction,input,base_response,adapter_response,base_instruction_following,base_meaning_preservation,base_naturalness,base_professional_tone,base_safety,base_hallucination,base_business_usefulness,base_overall,adapter_instruction_following,adapter_meaning_preservation,adapter_naturalness,adapter_professional_tone,adapter_safety,adapter_hallucination,adapter_business_usefulness,adapter_overall,preferred_response,comparison_notes
GaiaBench Africa,v0.1,31fb21cb4fe17bd5fc52ca23c9738fa4b10e83306e77816effe6e8c47beb63a6,Qwen/Qwen2.5-0.5B-Instruct,/content/gaialab-adapter-v0.1/best_adapter,GB-AF-013,translation_en_to_pidgin,medium,Nigerian Pidgin,Translate the message into natural Nigerian Pidgin.,We received four of the six cartons on the delivery note. Please check the remaining two cartons and update us before noon.,"Iyi, we got four of the six cartons on the delivery note. Kudu kuma kuchunu ko niyanin hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai hai",We got four cartons from the delivery note. Please check the other two cartons and tell us by noon.,,,,,,,,,,,,,,,,,,
GaiaBench Africa,v0.1,31fb21cb4fe17bd5fc52ca23c9738fa4b10e83306e77816effe6e8c47beb63a6,Qwen/Qwen2.5-0.5B-Instruct,/content/gaialab-adapter-v0.1/best_adapter,GB-AF-014,translation_en_to_pidgin,easy,Nigerian Pidgin,Translate this payment-control message into respectful Nigerian Pidgin.,Please do not make the transfer until we confirm the account details in writing.,Kuchun kuma tarihin ni toh ni yin ukuwa ni mbaa aminu. Kuma nipa ni toh ni yin ukuwa ni mbaa aminu.,Noku mewa kuma nuko watake naa. Noku wa baan ukuwa naa.,,,,,,,,,,,,,,,,,,
GaiaBench Africa,v0.1,31fb21cb4fe17bd5fc52ca23c9738fa4b10e83306e77816effe6e8c47beb63a6,Qwen/Qwen2.5-0.5B-Instruct,/content/gaialab-adapter-v0.1/best_adapter,GB-AF-015,translation_en_to_pidgin,hard,Nigerian Pidgin,Translate this repair update into Nigerian Pidgin without adding certainty.,The generator repair may take one additional day because the required part has not arrived.,"Akan kan aye yoo madiyin kuma ayi ọrọ n'aa. Oya jẹ iroyin oye, ka ọdụkọ n'iroyin oye.",The repair will take another day because we need a new part.,,,,,,,,,,,,,,,,,,
GaiaBench Africa,v0.1,31fb21cb4fe17bd5fc52ca23c9738fa4b10e83306e77816effe6e8c47beb63a6,Qwen/Qwen2.5-0.5B-Instruct,/content/gaialab-adapter-v0.1/best_adapter,GB-AF-016,translation_en_to_pidgin,medium,Nigerian Pidgin,Translate this event-vendor notice into natural Nigerian Pidgin.,Your booth has moved from the main hall to the covered courtyard. The setup time remains 7 a.m.,"Iyi oke, iya kuma iya. Oye, iya kuma iya. Iyi oke, iya kuma iya. Oye, iya kuma iya.",Booth move from hall to courtyard. Setup time is 7 am.,,,,,,,,,,,,,,,,,,
GaiaBench Africa,v0.1,31fb21cb4fe17bd5fc52ca23c9738fa4b10e83306e77816effe6e8c47beb63a6,Qwen/Qwen2.5-0.5B-Instruct,/content/gaialab-adapter-v0.1/best_adapter,GB-AF-017,translation_en_to_pidgin,hard,Nigerian Pidgin,Translate this allergen notice into clear Nigerian Pidgin.,These pastries contain groundnuts and should not be served to anyone with a groundnut allergy.,Aloka n'orin kuma madi ni ọdun yoo aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu aadu a,This notice says these cookies have nuts inside them and shouldn't be shared with people who have nut allergies.,,,,,,,,,,,,,,,,,,
GaiaBench Africa,v0.1,31fb21cb4fe17bd5fc52ca23c9738fa4b10e83306e77816effe6e8c47beb63a6,Qwen/Qwen2.5-0.5B-Instruct,/content/gaialab-adapter-v0.1/best_adapter,GB-AF-018,translation_en_to_pidgin,easy,Nigerian Pidgin,Translate this reservation message into polite Nigerian Pidgin.,"We can hold the fabric until noon tomorrow. After that, we may release it to another customer.","Iyi kuma, iya aye. Kuma, iya aye. Iyi kuma, iya aye.","We can keep your fabric till noon tomorrow. After that, you may give it to another customer.",,,,,,,,,,,,,,,,,,
GaiaBench Africa,v0.1,31fb21cb4fe17bd5fc52ca23c9738fa4b10e83306e77816effe6e8c47beb63a6,Qwen/Qwen2.5-0.5B-Instruct,/content/gaialab-adapter-v0.1/best_adapter,GB-AF-019,translation_pidgin_to_en,medium,Nigerian English,Translate this Nigerian Pidgin stock update into professional Nigerian English.,Supplier never bring the remaining bags. We go count wetin arrive and send you the correct balance this evening.,"Here is the translation of the given Nigerian Pidgin stock update into professional Nigerian English:

""Supplier does not deliver the remaining bags. We will check the arrival time and provide you with the correct balance tonight.""

This translation maintains the meaning and tone of the original statement while adhering to professional English conventions.",The supplier has never brought the remaining bags. We will check the quantity of each bag before we proceed with the delivery. Please confirm the total amount to be sent by tonight's evening.,,,,,,,,,,,,,,,,,,
GaiaBench Africa,v0.1,31fb21cb4fe17bd5fc52ca23c9738fa4b10e83306e77816effe6e8c47beb63a6,Qwen/Qwen2.5-0.5B-Instruct,/content/gaialab-adapter-v0.1/best_adapter,GB-AF-020,translation_pidgin_to_en,easy,Nigerian English,Translate this Nigerian Pidgin safety message into clear Nigerian English.,Abeg no use the cream again until we check the batch number and talk to you.,"Here is the translation of the Nigerian Pidgin safety message into clear Nigerian English:

""Use the cream only after we verify the batch number and discuss with you.""

This translation maintains the key elements of the original message while adapting it to sound natural in Nigerian English.",Do not use the cream again until we verify the batch number and discuss with you.,,,,,,,,,,,,,,,,,,
GaiaBench Africa,v0.1,31fb21cb4fe17bd5fc52ca23c9738fa4b10e83306e77816effe6e8c47beb63a6,Qwen/Qwen2.5-0.5B-Instruct,/content/gaialab-adapter-v0.1/best_adapter,GB-AF-021,translation_pidgin_to_en,hard,Nigerian English,Translate this Nigerian Pidgin rental update into professional Nigerian English.,Na only two tables return without damage. We still dey inspect the other four before we send final report.,"Here is the translation of the given Nigerian Pidgin rental update into professional Nigerian English:

""Two tables returned without any damage. We still check the remaining four tables after sending out our final report.""

This translation maintains the meaning and structure of the original statement while adhering to professional English conventions.",Two tables returned without damage. We will inspect the remaining four tables before sending a final report.,,,,,,,,,,,,,,,,,,
GaiaBench Africa,v0.1,31fb21cb4fe17bd5fc52ca23c9738fa4b10e83306e77816effe6e8c47beb63a6,Qwen/Qwen2.5-0.5B-Instruct,/content/gaialab-adapter-v0.1/best_adapter,GB-AF-022,translation_pidgin_to_en,medium,Nigerian English,Translate this Nigerian Pidgin account update into professional Nigerian English.,"We don match five payments, but one transfer still no get order number. Abeg confirm the sender name.","Here is the translation of the Nigerian Pidgin account update into professional Nigerian English:

""We don't match five payments, but one transfer still hasn't received a transaction order number. Abeg confirms that the sender's name has been confirmed.""","We have received five payments, but only one has yet to receive a transaction order number. The sender's name is confirmed by Abeg.",,,,,,,,,,,,,,,,,,
GaiaBench Africa,v0.1,31fb21cb4fe17bd5fc52ca23c9738fa4b10e83306e77816effe6e8c47beb63a6,Qwen/Qwen2.5-0.5B-Instruct,/content/gaialab-adapter-v0.1/best_adapter,GB-AF-023,translation_pidgin_to_en,hard,Nigerian English,Translate this Nigerian Pidgin delivery condition into clear Nigerian English.,"If rain heavy tomorrow morning, we fit move the delivery to afternoon, but we go call you first.","Here is the translation of the Nigerian Pidgin delivery condition into clear Nigerian English:

""If it rains heavily tomorrow morning, we will move the delivery to afternoons, but we will call you first.""

This translation maintains the key elements of the original statement while adapting it to sound natural in Nigerian English.","If it rains heavily tomorrow morning, we will move the delivery to afternoons, but we will call you first.",,,,,,,,,,,,,,,,,,
GaiaBench Africa,v0.1,31fb21cb4fe17bd5fc52ca23c9738fa4b10e83306e77816effe6e8c47beb63a6,Qwen/Qwen2.5-0.5B-Instruct,/content/gaialab-adapter-v0.1/best_adapter,GB-AF-024,translation_pidgin_to_en,easy,Nigerian English,Translate this Nigerian Pidgin booking message into professional Nigerian English.,"Customer wey book 10 a.m. cancel, so that time don open if you still want am.","Here is the translation of the Nigerian Pidgin booking message into professional Nigerian English:

""Customer, I booked 10 a.m., but I need to cancel due to unforeseen circumstances. If you're interested in rescheduling, please let me know by 3 p.m. tomorrow.""

This translation maintains the informal tone of the original message while ensuring it reads clearly and professionally in Nigerian English.","The customer has booked 10 a.m., but will be cancelling it soon. So please let us know when you can make your reservation again.",,,,,,,,,,,,,,,,,,
GaiaBench Africa,v0.1,31fb21cb4fe17bd5fc52ca23c9738fa4b10e83306e77816effe6e8c47beb63a6,Qwen/Qwen2.5-0.5B-Instruct,/content/gaialab-adapter-v0.1/best_adapter,GB-AF-025,business_writing,medium,Nigerian English,Write a discrepancy email to a supplier.,"The invoice lists 24 desk lamps, but the business received 21. Three delivered lamps also have cracked shades. Request a review and correction without accusing the supplier.","Subject: Inquiry Regarding Desk Lamp Delivery

Dear [Supplier's Name],

I hope this message finds you well.

I am writing to bring to your attention a matter of concern regarding our recent order from your company. Specifically, I would like to raise some discrepancies that we believe may be affecting our delivery process.

We were informed that you had ordered 24 desk lamps, which is correct according to the invoice. However, upon closer inspection, it appears that only 21 lamps were actually delivered to us. Additionally, three of these lamps have been found to have cracked their shades.

These issues have caused us considerable inconvenience and frustration. We understand that such errors can lead to delays or even cancellations of orders, which could impact our financial performance negatively.

To address this situation, we kindly request that you take immediate action to rectify the problem. Please provide us with a detailed explanation of how these lamps were delivered and any steps taken to ensure they meet our standards.

We appreciate your prompt response and look forward to resolving this issue as soon as possible. If there are any further actions required, please let us know at your earliest convenience.

Thank you for your understanding and cooperation.

Best regards,

[Your Full Name]  
[Your Position]  
[Your Contact Information]","Subject: Re: Desk Lamp Order

Dear [Supplier's Name],

I hope this message finds you well. I am writing to discuss our recent order of desk lamps. We received 21 desks with 24 lamps, which is correct according to the invoice. However, we received three additional lamps that were damaged during delivery. The third lamp has cracked shades, which we believe may be defective. 

We would like to request a review of these items and any other issues we may have encountered. Please let us know if there is anything else we can assist you with or if you need further clarification on the issue at hand.

Thank you for your attention to this matter. We look forward to hearing from you soon.

Best regards,

[Your Full Name]  
[Your Position]  
[Your Contact Information]",,,,,,,,,,,,,,,,,,
GaiaBench Africa,v0.1,31fb21cb4fe17bd5fc52ca23c9738fa4b10e83306e77816effe6e8c47beb63a6,Qwen/Qwen2.5-0.5B-Instruct,/content/gaialab-adapter-v0.1/best_adapter,GB-AF-026,business_writing,hard,Nigerian English,Draft a written scope-change request for a client.,A client originally booked photography for a two-hour product launch and now wants an extra interview session. Ask to confirm timing and explain that price and delivery date may change.,"Subject: Request for Scope-Change

Dear [Client's Name],

I hope this message finds you well. I am writing to discuss a potential scope change regarding our photography services for your upcoming product launch event.

We have been working with you on a series of photography sessions designed to capture key moments during the launch. Initially, we planned for a 2-hour session, but we have decided to extend it to 3 hours due to unforeseen circumstances. This additional time is necessary to ensure all aspects of the launch are captured effectively.

The reason behind this change is that we anticipate needing more time to prepare for any technical issues or unexpected delays that might arise during the extended session. We understand that this could potentially affect the overall quality of the photos, which is why we want to make sure we cover all elements of the launch.

Additionally, we would like to clarify the pricing details. The original plan was $50 per hour, but we have agreed to adjust the rate to $60 per hour. This increase will be applied retroactively to the 3-hour session, meaning the new rate applies from the start until the end of the 3-hour period.

Lastly, we kindly ask for your approval before making any changes to the schedule. If there are any adjustments needed","Subject: Request for Change in Photography Booking

Dear [Client's Name],

We hope this message finds you well. We have been working with your company on a photography project for a two-hour launch event. However, we would like to make some changes to the booking process.

The original agreement was for a two-hour shoot at 10am. The client has requested an additional interview session of one hour. This will be held at 2pm. 

As per our previous agreement, the price is $500. Delivery date remains unchanged as it is currently set for next week.

Please let us know if there is any other detail or time needed from the client. We appreciate your understanding and flexibility.

Thank you for considering our proposal. We look forward to hearing back soon.

Best regards,

[Your Full Name]  
[Your Position]  
[Your Company]  
[Your Contact Information]",,,,,,,,,,,,,,,,,,
GaiaBench Africa,v0.1,31fb21cb4fe17bd5fc52ca23c9738fa4b10e83306e77816effe6e8c47beb63a6,Qwen/Qwen2.5-0.5B-Instruct,/content/gaialab-adapter-v0.1/best_adapter,GB-AF-027,business_writing,easy,Nigerian English,Write a clear staff rota notice.,"From next week, the shop will use two shifts: 8 a.m.–2 p.m. and 2 p.m.–8 p.m. Staff should confirm their assigned shift with the supervisor by Friday.","Subject: Staff Rota Notice

Dear [Supervisor's Name],

I hope this message finds you well. I am writing to inform you that from next week, we will be operating under a new schedule of shifts. Specifically, we will be using two shifts:

1. **Shift 1**: 8 a.m.-2 p.m.
   - This shift is reserved for our sales team who will be responsible for selling products during these hours.

2. **Shift 2**: 2 p.m.-8 p.m.
   - This shift is dedicated to our customer service team who will be available to assist customers throughout the day.

We kindly ask all employees to confirm their assigned shift with the supervisor as soon as possible. If there are any changes or adjustments needed, please let us know immediately so we can make necessary arrangements.

Thank you for your cooperation and understanding. We look forward to continuing to provide excellent service and support to our customers.

Best regards,

[Your Full Name]
[Your Position]
[Your Contact Information]",The shop is using two shifts this week: 8 a.m.–2 p.m. and 2 p.m.–8 p.m. The new schedule has been confirmed with your supervisor by Friday. Please ensure you have confirmed your shift before Monday to avoid any confusion or inconvenience.,,,,,,,,,,,,,,,,,,
GaiaBench Africa,v0.1,31fb21cb4fe17bd5fc52ca23c9738fa4b10e83306e77816effe6e8c47beb63a6,Qwen/Qwen2.5-0.5B-Instruct,/content/gaialab-adapter-v0.1/best_adapter,GB-AF-028,business_writing,medium,Nigerian English,Write an introductory wholesale email to an independent retailer.,"A soap maker wants to introduce unscented and citrus bar soaps. Offer to send a catalogue, ingredient list, minimum quantities, and current prices. Do not claim guaranteed sales.","Subject: Introducing Unscented and Citrus Bar Soaps - A Comprehensive Catalogue

Dear [Retailer's Name],

I hope this message finds you well. I am writing to introduce our new range of unscented and citrus bar soaps, designed specifically for those looking for a healthier alternative to traditional soap products. Our goal is to offer a product that not only meets your needs but also enhances your skin's natural benefits.

To ensure we meet all your requirements, we have prepared a detailed catalogue with essential information about each product. The ingredients list will provide you with the exact details needed to make informed purchasing decisions. Additionally, we have included the minimum quantities required to ensure a smooth delivery process.

Our current prices are competitive and reflect the quality and value we believe in. We understand that price can be a significant factor when making purchasing decisions, and we aim to keep our prices as low as possible while still providing excellent value for money.

We would love to discuss how we can work together to bring these soaps to your store or online platform. If you're interested in exploring this opportunity further, please let us know at [Your Contact Information]. We look forward to the possibility of working with you on this exciting project.

Thank you for considering our proposal. We","Dear [Retailer's Name],

We hope this message finds you well. We have been working with your company on introducing new products that we believe will be of interest to our customers. Our team has reviewed all the details and is ready to provide you with a catalogue, ingredients list, minimum quantities, and current prices. Please let us know if there is anything else you would like to discuss or if you need any further assistance.

Thank you for considering our proposal. We look forward to hearing from you soon.

Best regards,

[Your Name]  
[Your Position]  
[Company Name]",,,,,,,,,,,,,,,,,,
GaiaBench Africa,v0.1,31fb21cb4fe17bd5fc52ca23c9738fa4b10e83306e77816effe6e8c47beb63a6,Qwen/Qwen2.5-0.5B-Instruct,/content/gaialab-adapter-v0.1/best_adapter,GB-AF-029,business_writing,hard,Nigerian English,Draft a cancellation notice for a paid workshop.,"The venue is unexpectedly unavailable. State that participants will receive the refund process and revised options by email tomorrow, but do not invent when bank credits will appear.","Subject: Cancellation Notice - Workshop

Dear Participants,

We regret to inform you that due to unforeseen circumstances at our venue, we are unable to conduct this workshop as scheduled. We understand the inconvenience this may cause, and we want to assure you of your right to receive a full refund or revised options via email.

Please note that the payment process and any changes to your registration details will be processed through the official website or platform where the workshop was conducted. Your bank account details will be updated accordingly, and you should expect to see your payment credited within 24 hours.

If you have any questions regarding the cancellation or need further assistance, please do not hesitate to contact us directly. We appreciate your understanding and cooperation during this challenging time.

Thank you for your continued support and interest in our workshops.

Best regards,
[Your Name]
[Your Position]  
[Contact Information]","We regret to inform you that we have been unable to arrange a time to hold this workshop due to unforeseen circumstances. We kindly ask that you cancel your registration as soon as possible so that we can make arrangements to accommodate you.
Please note that participants will be notified of the cancellation process via email tomorrow. However, it is important to keep in mind that bank credits may take some time to arrive. Please check with your bank or credit card provider for any updates on your account status.",,,,,,,,,,,,,,,,,,
GaiaBench Africa,v0.1,31fb21cb4fe17bd5fc52ca23c9738fa4b10e83306e77816effe6e8c47beb63a6,Qwen/Qwen2.5-0.5B-Instruct,/content/gaialab-adapter-v0.1/best_adapter,GB-AF-030,business_writing,easy,Nigerian Pidgin,Write a respectful Nigerian Pidgin reminder for people wey register for a business clinic.,"The clinic starts at 9 a.m. on Wednesday. Attendees should bring their registration code, and seats cannot be transferred without prior confirmation.","Hey folks! 

I'm here to remind you about something important. We have a special event happening today where we're going to get some new clients. To make sure everyone gets a chance, I need your registration number. It's like when you get a ticket to go somewhere - it helps us know who's coming. If you forget yours, we can't give you a spot. So, please remember to bring your registration number with you. And if you want to change seats, we'll need your permission too. Just let me know before you go, okay?","Hey folks, you're all set to attend the clinic. We need your registration code so we can book your spot. If you have it, just give us your name and phone number. Seats aren't transferable unless we get permission first. Good luck!",,,,,,,,,,,,,,,,,,
GaiaBench Africa,v0.1,31fb21cb4fe17bd5fc52ca23c9738fa4b10e83306e77816effe6e8c47beb63a6,Qwen/Qwen2.5-0.5B-Instruct,/content/gaialab-adapter-v0.1/best_adapter,AVERAGE_SCORE_PLACEHOLDER,,,,,,,,,,,,,,,,,,,,,,,,,
